Date;Year;Month;Day;Hour;Central;Unidad;Componente;Generacion_MWh;Tecnologia;Clasificacion;Codigo Central;Subsistema
01/02/2014;2014;2;1;19;Robleria;;;1,2;Mini Hidráulica de Pasada;ERNC;Robleria;SIC
01/02/2014;2014;2;1;20;Robleria;;;1,1;Mini Hidráulica de Pasada;ERNC;Robleria;SIC
01/02/2014;2014;2;1;21;Robleria;;;1;Mini Hidráulica de Pasada;ERNC;Robleria;SIC
01/02/2014;2014;2;1;22;Robleria;;;1;Mini Hidráulica de Pasada;ERNC;Robleria;SIC
01/02/2014;2014;2;1;23;Robleria;;;1,1;Mini Hidráulica de Pasada;ERNC;Robleria;SIC
01/02/2014;2014;2;1;24;Robleria;;;1;Mini Hidráulica de Pasada;ERNC;Robleria;SIC
01/02/2014;2014;2;1;1;MC1;;;2,28;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;2;MC1;;;2,28;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;3;MC1;;;2,27;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;4;MC1;;;2,28;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;5;MC1;;;2,27;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;6;MC1;;;2,27;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;7;MC1;;;2,27;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;8;MC1;;;2,25;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;9;MC1;;;2,26;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;10;MC1;;;2,26;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;11;MC1;;;2,25;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;12;MC1;;;2,25;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;13;MC1;;;2,25;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;14;MC1;;;2,25;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;15;MC1;;;2,25;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;16;MC1;;;2,25;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;17;MC1;;;2,25;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;18;MC1;;;2,27;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;19;MC1;;;2,36;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;20;MC1;;;2,36;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;21;MC1;;;2,35;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;22;MC1;;;2,38;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;23;MC1;;;2,38;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;24;MC1;;;2,38;Mini Hidráulica de Pasada;ERNC;MC1;SIC
01/02/2014;2014;2;1;1;MC2;;;0,57;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;2;MC2;;;0,57;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;3;MC2;;;0,57;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;4;MC2;;;0,56;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;5;MC2;;;0,56;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;6;MC2;;;0,56;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;7;MC2;;;0,56;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;8;MC2;;;0,56;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;9;MC2;;;0,54;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;10;MC2;;;0,55;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;11;MC2;;;0,55;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;12;MC2;;;0,55;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;13;MC2;;;0,55;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;14;MC2;;;0,55;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;15;MC2;;;0,55;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;16;MC2;;;0,55;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;17;MC2;;;0,57;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;18;MC2;;;0,58;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;19;MC2;;;0,59;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;20;MC2;;;0,59;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;21;MC2;;;0,6;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;22;MC2;;;0,6;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;23;MC2;;;0,6;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;24;MC2;;;0,6;Mini Hidráulica de Pasada;ERNC;MC2;SIC
01/02/2014;2014;2;1;1;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;2;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;3;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;4;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;5;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;6;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;7;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;8;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;9;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;10;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;11;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;12;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;13;Ensenada;;;0,9;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;14;Ensenada;;;0,9;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;15;Ensenada;;;0,9;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;16;Ensenada;;;0,9;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;17;Ensenada;;;0,9;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;18;Ensenada;;;0,9;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;19;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;20;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;21;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;22;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;23;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;24;Ensenada;;;1;Mini Hidráulica de Pasada;ERNC;Ensenada;SIC
01/02/2014;2014;2;1;1;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;2;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;3;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;4;Río Huasco;;;0,3;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;5;Río Huasco;;;0;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;6;Río Huasco;;;0;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;7;Río Huasco;;;0,7;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;8;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;9;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;10;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;11;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;12;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;13;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;14;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;15;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;16;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;17;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;18;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;19;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;20;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;21;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;22;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;23;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;24;Río Huasco;;;0,8;Mini Hidráulica de Pasada;ERNC;Río Huasco;SIC
01/02/2014;2014;2;1;1;San Andrés;;;40,5;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;2;San Andrés;;;40,5;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;3;San Andrés;;;40,5;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;4;San Andrés;;;40,5;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;5;San Andrés;;;40,4;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;6;San Andrés;;;36,5;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;7;San Andrés;;;32,4;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;8;San Andrés;;;31,8;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;9;San Andrés;;;32,1;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;10;San Andrés;;;36,2;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;11;San Andrés;;;38,1;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;12;San Andrés;;;38;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;13;San Andrés;;;35,3;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;14;San Andrés;;;36,1;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;15;San Andrés;;;40,5;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;16;San Andrés;;;40,5;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;17;San Andrés;;;40,5;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;18;San Andrés;;;40,5;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;19;San Andrés;;;40,5;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;20;San Andrés;;;40,5;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;21;San Andrés;;;40,4;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;22;San Andrés;;;40,5;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;23;San Andrés;;;40,4;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;24;San Andrés;;;40,4;Hidráulica de Pasada;Convencional;San Andrés;SIC
01/02/2014;2014;2;1;1;El Llano;;;1;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;2;El Llano;;;1;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;3;El Llano;;;1;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;4;El Llano;;;1;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;5;El Llano;;;1;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;6;El Llano;;;1;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;7;El Llano;;;1;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;8;El Llano;;;1;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;9;El Llano;;;1,1;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;10;El Llano;;;1,3;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;11;El Llano;;;1,3;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;12;El Llano;;;1,3;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;13;El Llano;;;1,3;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;14;El Llano;;;1,3;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;15;El Llano;;;1,3;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;16;El Llano;;;1,3;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;17;El Llano;;;1,3;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;18;El Llano;;;1,2;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;19;El Llano;;;1,3;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;20;El Llano;;;1,2;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;21;El Llano;;;1,3;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;22;El Llano;;;1,2;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;23;El Llano;;;1,2;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;24;El Llano;;;1,3;Mini Hidráulica de Pasada;ERNC;El Llano;SIC
01/02/2014;2014;2;1;1;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;2;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;3;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;4;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;5;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;6;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;7;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;8;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;9;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;10;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;11;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;12;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;13;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;14;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;15;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;16;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;17;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;18;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;19;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;20;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;21;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;22;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;23;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;24;Las Vertientes;;;0;Mini Hidráulica de Pasada;ERNC;Las Vertientes;SIC
01/02/2014;2014;2;1;1;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;2;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;3;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;4;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;5;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;6;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;7;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;8;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;9;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;10;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;11;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;12;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;13;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;14;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;15;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;16;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;17;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;18;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;19;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;20;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;21;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;22;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;23;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;24;Laja 1;;;0;Hidráulica de Pasada;Convencional;Laja 1;SIC
01/02/2014;2014;2;1;1;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;2;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;3;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;4;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;5;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;6;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;7;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;8;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;9;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;10;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;11;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;12;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;13;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;14;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;15;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;16;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;17;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;18;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;19;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;20;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;21;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;22;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;23;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;24;Los Hierros;;;0;Hidráulica de Pasada;Convencional;Los Hierros;SIC
01/02/2014;2014;2;1;1;Maisan;;;0,14;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;2;Maisan;;;0,14;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;3;Maisan;;;0,14;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;4;Maisan;;;0,14;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;5;Maisan;;;0,14;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;6;Maisan;;;0,14;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;7;Maisan;;;0,14;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;8;Maisan;;;0,14;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;9;Maisan;;;0,14;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;10;Maisan;;;0,14;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;11;Maisan;;;0,14;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;12;Maisan;;;0,11;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;13;Maisan;;;0;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;14;Maisan;;;0;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;15;Maisan;;;0;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;16;Maisan;;;0;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;17;Maisan;;;0;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;18;Maisan;;;0;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;19;Maisan;;;0;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;20;Maisan;;;0;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;21;Maisan;;;0;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;22;Maisan;;;0;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;23;Maisan;;;0;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;24;Maisan;;;0;Mini Hidráulica de Pasada;ERNC;Maisan;SIC
01/02/2014;2014;2;1;1;Taltal 2 GNL;;;0;Gas Natural;Convencional;Taltal 2 GNL;SIC
01/02/2014;2014;2;1;2;Taltal 2 GNL;;;0;Gas Natural;Convencional;Taltal 2 GNL;SIC
01/02/2014;2014;2;1;3;Taltal 2 GNL;;;0;Gas Natural;Convencional;Taltal 2 GNL;SIC
