Date;Year;Month;Day;Hour;Central;Unidad;Componente;Generacion_MWh;Tecnologia;Clasificacion;Codigo Central;Subsistema
21/02/2014;2014;2;21;16;Cenizas;;;0;Petróleo Diesel;Convencional;Cenizas;SIC
21/02/2014;2014;2;21;17;Cenizas;;;0;Petróleo Diesel;Convencional;Cenizas;SIC
21/02/2014;2014;2;21;18;Cenizas;;;0;Petróleo Diesel;Convencional;Cenizas;SIC
21/02/2014;2014;2;21;19;Cenizas;;;0;Petróleo Diesel;Convencional;Cenizas;SIC
21/02/2014;2014;2;21;20;Cenizas;;;0;Petróleo Diesel;Convencional;Cenizas;SIC
21/02/2014;2014;2;21;21;Cenizas;;;0;Petróleo Diesel;Convencional;Cenizas;SIC
21/02/2014;2014;2;21;22;Cenizas;;;0;Petróleo Diesel;Convencional;Cenizas;SIC
21/02/2014;2014;2;21;23;Cenizas;;;0;Petróleo Diesel;Convencional;Cenizas;SIC
21/02/2014;2014;2;21;24;Cenizas;;;0;Petróleo Diesel;Convencional;Cenizas;SIC
21/02/2014;2014;2;21;1;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;2;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;3;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;4;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;5;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;6;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;7;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;8;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;9;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;10;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;11;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;12;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;13;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;14;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;15;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;16;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;17;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;18;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;19;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;20;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;21;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;22;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;23;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;24;Santa Lidia;;;0;Petróleo Diesel;Convencional;Santa Lidia;SIC
21/02/2014;2014;2;21;1;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;2;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;3;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;4;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;5;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;6;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;7;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;8;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;9;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;10;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;11;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;12;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;13;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;14;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;15;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;16;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;17;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;18;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;19;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;20;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;21;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;22;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;23;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;24;Trapén;;;0;Petróleo Diesel;Convencional;Trapén;SIC
21/02/2014;2014;2;21;1;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;2;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;3;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;4;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;5;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;6;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;7;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;8;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;9;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;10;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;11;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;12;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;13;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;14;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;15;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;16;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;17;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;18;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;19;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;20;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;21;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;22;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;23;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;24;Los Espinos;;;0;Petróleo Diesel;Convencional;Los Espinos;SIC
21/02/2014;2014;2;21;1;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;2;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;3;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;4;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;5;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;6;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;7;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;8;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;9;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;10;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;11;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;12;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;13;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;14;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;15;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;16;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;17;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;18;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;19;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;20;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;21;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;22;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;23;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;24;San Gregorio;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;1;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;2;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;3;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;4;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;5;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;6;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;7;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;8;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;9;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;10;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;11;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;12;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;13;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;14;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;15;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;16;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;17;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;18;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;19;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;20;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;21;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;22;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;23;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;24;Linares Norte;;;0;Petróleo Diesel;Convencional;San Gregorio-Linares;SIC
21/02/2014;2014;2;21;1;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;2;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;3;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;4;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;5;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;6;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;7;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;8;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;9;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;10;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;11;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;12;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;13;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;14;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;15;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;16;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;17;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;18;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;19;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;20;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;21;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;22;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;23;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;24;Biomar;;;0;Petróleo Diesel;Convencional;Biomar;SIC
21/02/2014;2014;2;21;1;Eagon;;;0;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;2;Eagon;;;0;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;3;Eagon;;;0;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;4;Eagon;;;0;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;5;Eagon;;;0;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;6;Eagon;;;0;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;7;Eagon;;;0;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;8;Eagon;;;0;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;9;Eagon;;;0,5;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;10;Eagon;;;0,7;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;11;Eagon;;;0,7;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;12;Eagon;;;0,7;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;13;Eagon;;;0,7;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;14;Eagon;;;0,7;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;15;Eagon;;;0,7;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;16;Eagon;;;0,8;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;17;Eagon;;;0,7;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;18;Eagon;;;0,7;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;19;Eagon;;;0,8;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;20;Eagon;;;0,7;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;21;Eagon;;;0;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;22;Eagon;;;0;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;23;Eagon;;;0;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;24;Eagon;;;0;Petróleo Diesel;Convencional;Eagon;SIC
21/02/2014;2014;2;21;1;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;2;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;3;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;4;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;5;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;6;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;7;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;8;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;9;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;10;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;11;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;12;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;13;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;14;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;15;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;16;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;17;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;18;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;19;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;20;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;21;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;22;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;23;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;24;Salmofood I;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;1;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;2;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;3;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;4;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;5;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;6;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;7;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;8;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;9;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;10;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;11;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;12;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;13;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;14;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;15;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;16;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;17;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;18;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;19;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;20;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;21;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;22;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;23;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;24;Salmofood II;;;0;Petróleo Diesel;Convencional;Salmofood;SIC
21/02/2014;2014;2;21;1;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;2;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;3;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;4;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;5;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;6;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;7;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;8;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;9;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;10;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;11;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;12;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;13;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;14;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;15;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;16;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;17;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;18;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;19;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;20;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;21;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;22;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;23;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;24;Teno;;;0;Petróleo Diesel;Convencional;Teno;SIC
21/02/2014;2014;2;21;1;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;2;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;3;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;4;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;5;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;6;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;7;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;8;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;9;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;10;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;11;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;12;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;13;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;14;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;15;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;16;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;17;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;18;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
21/02/2014;2014;2;21;19;Newen Diesel;;;0;Petróleo Diesel;Convencional;Newen;SIC
